p1	p2	rg	se	z	p	h2_obs	h2_obs_se	h2_int	h2_int_se	gcov_int	gcov_int_se
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030760.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030600.array-combined.sumstats.gz	0.0525	0.0323	1.6247	0.1042	0.1321	0.0111	1.0683	0.0226	0.1442	0.0119
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030760.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030620.array-combined.sumstats.gz	-0.2463	0.0365	-6.7398	1.5861e-11	0.1236	0.0086	1.047	0.0111	-0.156	0.0087
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030760.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030650.array-combined.sumstats.gz	-0.0795	0.0284	-2.801	0.0051	0.1214	0.0116	1.0973	0.0439	0.0168	0.0109
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030760.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030660.array-combined.sumstats.gz	0.0594	0.0286	2.0786	0.0377	0.1073	0.0442	1.1069	0.0913	0.0678	0.0078
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030760.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030670.array-combined.sumstats.gz	-0.0503	0.024	-2.0975	0.036	0.109	0.0076	1.0412	0.0113	-0.0182	0.0075
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030760.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030700.array-combined.sumstats.gz	-0.0188	0.0227	-0.8293	0.4069	0.18	0.0119	1.1203	0.0224	-0.0527	0.0082
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030760.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030720.array-combined.sumstats.gz	-0.1936	0.0362	-5.3537	8.6165e-08	0.2041	0.0255	1.1042	0.02	-0.2622	0.0089
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030760.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030730.array-combined.sumstats.gz	-0.1353	0.0307	-4.4039	1.0631e-05	0.187	0.018	1.0931	0.0279	-0.0671	0.0077
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030760.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030740.array-combined.sumstats.gz	-0.1474	0.0321	-4.5885	4.4648e-06	0.07	0.0071	1.0617	0.0306	-0.0707	0.0073
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030760.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030750.array-combined.sumstats.gz	-0.1062	0.0261	-4.0601	4.9053e-05	0.1989	0.016	1.1186	0.0262	-0.1765	0.008
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030760.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030770.array-combined.sumstats.gz	0.0624	0.021	2.9666	0.003	0.2106	0.0131	1.0877	0.0209	0.029	0.0078
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030760.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030790.array-combined.sumstats.gz	0.0259	0.0522	0.4958	0.62	0.0573	0.0498	1.0956	0.0895	0.0115	0.0071
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030760.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030810.array-combined.sumstats.gz	0.0409	0.0195	2.0994	0.0358	0.1236	0.0129	1.0399	0.0118	0.061	0.0069
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030760.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030830.array-combined.sumstats.gz	0.304	0.0362	8.4012	4.4189e-17	0.2101	0.0353	1.0777	0.0228	0.3453	0.0088
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030760.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030840.array-combined.sumstats.gz	0.0554	0.0298	1.8581	0.0632	0.1247	0.042	1.1643	0.1306	0.1198	0.0082
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030760.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030850.array-combined.sumstats.gz	0.1525	0.0257	5.9278	3.0703e-09	0.0755	0.0097	1.0088	0.0091	0.0723	0.0067
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030760.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030860.array-combined.sumstats.gz	-0.0613	0.0357	-1.7185	0.0857	0.1504	0.0194	1.1023	0.0403	0.0573	0.0142
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030760.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030870.array-combined.sumstats.gz	-0.5831	0.0436	-13.3871	7.1898e-41	0.2101	0.0288	1.0434	0.0249	-0.4827	0.018
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030760.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030880.array-combined.sumstats.gz	-0.2766	0.0375	-7.3846	1.5295e-13	0.1844	0.033	1.0294	0.029	-0.1798	0.0083
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030760.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI20030780.array-combined.sumstats.gz	-0.1258	0.0599	-2.1022	0.0355	0.2137	0.0465	1.155	0.0657	0.0196	0.0183
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030760.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI30030650.array-combined.sumstats.gz	0.2584	0.0528	4.8937	9.8944e-07	0.1306	0.0116	1.0759	0.0301	0.2333	0.0098
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030760.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI30030700.array-combined.sumstats.gz	0.0219	0.0228	0.9597	0.3372	0.172	0.0116	1.1194	0.0217	0.0555	0.0081
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030760.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI30030860.array-combined.sumstats.gz	-0.0932	0.0299	-3.1135	0.0018	0.1857	0.0181	1.0859	0.0235	-0.036	0.0099
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030770.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030500.array-combined.sumstats.gz	-0.0241	0.0444	-0.5433	0.5869	0.0319	0.0061	1.0038	0.0077	-0.022	0.0061
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030770.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030510.array-combined.sumstats.gz	-0.0588	0.026	-2.2631	0.0236	0.0531	0.0026	1.0127	0.0072	-0.0388	0.0065
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030770.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030520.array-combined.sumstats.gz	-0.0322	0.0298	-1.0806	0.2799	0.0353	0.0022	1.003	0.0073	-0.0215	0.0067
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030770.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030530.array-combined.sumstats.gz	-0.093	0.0259	-3.5932	0.0003	0.0574	0.0027	1.0148	0.0073	-0.0625	0.0061
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030770.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030600.array-combined.sumstats.gz	0.0466	0.0306	1.5223	0.1279	0.1321	0.0111	1.0683	0.0226	0.1276	0.0076
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030770.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030620.array-combined.sumstats.gz	0.024	0.0216	1.111	0.2666	0.1236	0.0086	1.047	0.0111	-0.0662	0.0075
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030770.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030650.array-combined.sumstats.gz	0.0088	0.0255	0.3469	0.7287	0.1214	0.0116	1.0973	0.0439	-0.1447	0.008
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030770.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030660.array-combined.sumstats.gz	-0.0295	0.0277	-1.0659	0.2865	0.1073	0.0442	1.1069	0.0913	-0.0017	0.0066
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030770.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030670.array-combined.sumstats.gz	0.0173	0.0255	0.6787	0.4973	0.109	0.0075	1.0412	0.0113	0.0851	0.0062
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030770.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030700.array-combined.sumstats.gz	0.0681	0.0254	2.6869	0.0072	0.18	0.0119	1.1205	0.0224	0.0731	0.0092
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030770.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030720.array-combined.sumstats.gz	-0.0384	0.0208	-1.8467	0.0648	0.2041	0.0255	1.1042	0.02	-0.0164	0.0087
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030770.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030730.array-combined.sumstats.gz	-0.0844	0.0288	-2.9345	0.0033	0.187	0.018	1.0931	0.0279	-0.0827	0.0093
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030770.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030810.array-combined.sumstats.gz	0.0619	0.021	2.9492	0.0032	0.1236	0.0129	1.0399	0.0118	0.0892	0.0069
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030770.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030830.array-combined.sumstats.gz	-0.0885	0.0356	-2.4865	0.0129	0.2101	0.0353	1.0777	0.0228	-0.1719	0.0087
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030770.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030840.array-combined.sumstats.gz	-0.0088	0.0233	-0.3759	0.707	0.1247	0.042	1.1643	0.1306	0.0506	0.0066
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030770.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030850.array-combined.sumstats.gz	0.0038	0.0323	0.1166	0.9072	0.0756	0.0097	1.0087	0.009	0.0182	0.0066
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030770.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030860.array-combined.sumstats.gz	-0.0197	0.0268	-0.7347	0.4625	0.1504	0.0194	1.1023	0.0403	0.0226	0.008
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030770.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030880.array-combined.sumstats.gz	-0.0504	0.0272	-1.8514	0.0641	0.1843	0.033	1.0295	0.029	-0.0638	0.008
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030770.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI30030650.array-combined.sumstats.gz	-0.0287	0.0236	-1.2166	0.2238	0.1306	0.0116	1.0758	0.0301	-0.0307	0.0078
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030770.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI30030700.array-combined.sumstats.gz	-0.0641	0.0256	-2.5065	0.0122	0.1719	0.0116	1.1196	0.0217	-0.0712	0.0091
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030770.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI30030860.array-combined.sumstats.gz	-0.0501	0.0214	-2.3473	0.0189	0.1857	0.0181	1.0859	0.0235	-0.0627	0.0074
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030790.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030500.array-combined.sumstats.gz	0.0279	0.1005	0.2775	0.7814	0.032	0.0061	1.0037	0.0077	-0.0153	0.0047
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030790.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030510.array-combined.sumstats.gz	0.011	0.0836	0.1315	0.8954	0.0531	0.0026	1.0128	0.0072	-0.0105	0.0054
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030790.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030520.array-combined.sumstats.gz	0.0014	0.0747	0.0189	0.9849	0.0353	0.0023	1.003	0.0073	-0.0018	0.0049
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030790.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030530.array-combined.sumstats.gz	-0.0039	0.0278	-0.1407	0.8881	0.0574	0.0027	1.0148	0.0073	-0.0171	0.0046
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030790.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030600.array-combined.sumstats.gz	-0.0456	0.0485	-0.941	0.3467	0.1321	0.0111	1.0683	0.0226	-0.0371	0.0065
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030790.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030620.array-combined.sumstats.gz	-0.0416	0.0909	-0.4573	0.6475	0.1236	0.0086	1.0471	0.0111	-0.0164	0.0057
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030790.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030650.array-combined.sumstats.gz	-0.0171	0.0592	-0.2896	0.7721	0.1214	0.0116	1.0973	0.0439	-0.0161	0.007
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030790.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030660.array-combined.sumstats.gz	-0.0257	0.0436	-0.5899	0.5553	0.1073	0.0442	1.1067	0.0912	-0.0293	0.0078
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030790.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030670.array-combined.sumstats.gz	0.0081	0.0299	0.2711	0.7863	0.1091	0.0076	1.0408	0.0113	0.0103	0.0061
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030790.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030700.array-combined.sumstats.gz	0.0622	0.0317	1.9628	0.0497	0.18	0.0119	1.1204	0.0224	0.0057	0.0091
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030790.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030720.array-combined.sumstats.gz	-0.005	0.0202	-0.2461	0.8056	0.2042	0.0255	1.1039	0.02	0.0063	0.0061
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030790.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030730.array-combined.sumstats.gz	-0.0271	0.0677	-0.4007	0.6887	0.187	0.018	1.0932	0.0279	-0.022	0.0073
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030790.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030740.array-combined.sumstats.gz	-0.0649	0.1192	-0.5448	0.5859	0.0699	0.0071	1.0618	0.0306	-0.0052	0.0053
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030790.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030750.array-combined.sumstats.gz	0.0311	0.0234	1.325	0.1852	0.1989	0.016	1.1185	0.0262	0.0017	0.0073
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030790.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030770.array-combined.sumstats.gz	0.0693	0.0558	1.2414	0.2145	0.2106	0.0131	1.0876	0.0207	0.0401	0.0068
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030790.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030810.array-combined.sumstats.gz	0.0041	0.025	0.166	0.8682	0.1236	0.0129	1.04	0.0118	0.0118	0.0054
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030790.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030830.array-combined.sumstats.gz	-0.0103	0.0354	-0.2913	0.7708	0.2102	0.0353	1.0775	0.0228	0.003	0.0061
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030790.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030840.array-combined.sumstats.gz	0.0288	0.0462	0.622	0.5339	0.1247	0.042	1.1641	0.1305	-0.0144	0.0074
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030790.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030850.array-combined.sumstats.gz	-0.0117	0.0276	-0.4256	0.6704	0.0756	0.0097	1.0085	0.0091	0.0062	0.0054
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030790.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030860.array-combined.sumstats.gz	0.003	0.0451	0.0661	0.9473	0.1504	0.0194	1.1024	0.0403	-0.0085	0.0069
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030790.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030870.array-combined.sumstats.gz	-0.0904	0.0599	-1.5094	0.1312	0.2102	0.0288	1.0432	0.0249	-0.0404	0.0079
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030790.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030880.array-combined.sumstats.gz	-0.0133	0.0624	-0.2126	0.8317	0.1843	0.033	1.0296	0.029	0.0006	0.006
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030790.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI30030650.array-combined.sumstats.gz	0.0443	0.0828	0.5351	0.5926	0.1307	0.0117	1.0757	0.0301	0.0095	0.0068
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030790.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI30030700.array-combined.sumstats.gz	-0.0659	0.0332	-1.9863	0.047	0.1719	0.0116	1.1195	0.0217	-0.0048	0.0091
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030790.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI30030860.array-combined.sumstats.gz	0.0317	0.0273	1.1628	0.2449	0.1857	0.0181	1.086	0.0235	0.0182	0.0061
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030810.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030520.array-combined.sumstats.gz	-0.0448	0.0332	-1.3471	0.178	0.0353	0.0023	1.0031	0.0073	0.0131	0.0059
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030810.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030530.array-combined.sumstats.gz	-0.1419	0.0285	-4.9849	6.1998e-07	0.0574	0.0027	1.0149	0.0073	-0.1155	0.0067
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030810.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030670.array-combined.sumstats.gz	0.0262	0.028	0.936	0.3493	0.109	0.0076	1.0412	0.0113	0.0734	0.0065
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030810.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030860.array-combined.sumstats.gz	0.0595	0.0266	2.2379	0.0252	0.1504	0.0194	1.1023	0.0403	0.0747	0.008
/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030810.array-combined.sumstats.gz	/oak/stanford/groups/mrivas/ukbb24983/array-combined/ldsc/metal/ukb24983_v2_hg19.INI10030880.array-combined.sumstats.gz	0.0239	0.0258	0.9269	0.354	0.1844	0.033	1.0294	0.029	-0.0271	0.0073
